RecordID,Brainwave,TP9,AF7,AF8,TP10
8834,Gamma,-0.1816424,-0.021015044,-0.20977938,0.060489234
8835,Alpha,0.3265241,0.4278501,0.32872316,0.77729875
8836,Beta,0.34453452,0.14447297,-0.019769605,0.4486537
8837,Delta,0.79928887,0.81674284,0.44585943,0.76890683
8838,Theta,0.4389689,0.4195857,0.32582995,0.5412479
8839,Gamma,-0.17576759,-0.010627872,-0.20164517,0.06534941
8840,Alpha,0.3265241,0.4440666,0.34013462,0.7922312
8841,Beta,0.35650006,0.13980764,-0.042889316,0.45221826
8842,Delta,0.82301915,0.95060915,0.6062769,0.848236
8843,Theta,0.46060237,0.5456733,0.44785768,0.5740902
8844,Gamma,-0.16510585,0.001683128,-0.193387,0.07176249
8845,Alpha,0.3265241,0.44442156,0.3512355,0.795058
8846,Beta,0.3709583,0.12627918,-0.061440732,0.45698732
8847,Delta,0.84380126,1.0300865,0.6987467,0.9255304
8848,Theta,0.48404425,0.6165766,0.522007,0.59930956
8849,Gamma,-0.15408756,0.011583403,-0.18620504,0.07542668
8850,Alpha,0.32244307,0.44442156,0.36423308,0.795058
8851,Beta,0.3889695,0.109731354,-0.06686647,0.46459436
8852,Delta,0.86290425,1.0677178,0.7414377,0.984882
8853,Theta,0.509376,0.6458414,0.55489033,0.6137793
8854,Gamma,-0.14687751,0.016116139,-0.17962559,0.07349922
8855,Alpha,0.30976343,0.44442156,0.38018677,0.795058
8856,Beta,0.4065528,0.09471418,-0.05912961,0.47089893
8857,Delta,0.88403136,1.0816597,0.75571257,1.0213053
8858,Theta,0.5392028,0.65555257,0.56431913,0.62238836
8859,Gamma,-0.14338656,0.015904576,-0.17333293,0.065631546
8860,Alpha,0.41519946,0.44442156,0.3873639,0.795058
8861,Beta,0.4546275,0.08361534,-0.044987965,0.47186014
8862,Delta,0.9118624,1.0864412,0.7593479,1.0381364
8863,Theta,0.5829511,0.6618067,0.5653221,0.6302071
8864,Gamma,-0.1661362,0.015734207,-0.16729794,0.053194243
8865,Alpha,0.44816652,0.44442156,0.3873639,0.795058
8866,Beta,0.47708297,0.07925822,-0.029543852,0.4682516
8867,Delta,0.9211041,1.087217,0.75950086,1.0429827
8868,Theta,0.623137,0.66878146,0.5644252,0.63696665
8869,Gamma,-0.19038211,0.02088409,-0.16355018,0.03957071
8870,Alpha,0.45917758,0.44442156,0.3873639,0.795945
8871,Beta,0.4699527,0.07957086,-0.014974206,0.4659058
8872,Delta,0.92288226,1.0858303,0.7591317,1.0396781
8873,Theta,0.6518205,0.67321604,0.5622452,0.63816303
8874,Gamma,-0.20773742,0.031932984,-0.167495,0.028286321
8875,Alpha,0.4557153,0.44442156,0.3873639,0.7982997
8876,Beta,0.44615746,0.07692191,-0.002964038,0.4706334
8877,Delta,0.9131447,1.0793146,0.7577665,1.0272869
8878,Theta,0.6638356,0.67064565,0.5573552,0.62746936
8879,Gamma,-0.21872413,0.046073023,-0.18372126,0.016204467
8880,Alpha,0.4490628,0.44075665,0.3873639,0.8060079
8881,Beta,0.42542738,0.06551708,0.004123518,0.48142546
8882,Delta,0.89008653,1.067146,0.7553822,1.0012176
8883,Theta,0.6588538,0.65998095,0.5493646,0.59770983
8884,Gamma,-0.2281114,0.059663024,-0.20935929,-0.003805747
8885,Alpha,0.43669197,0.420064,0.3873639,0.8130946
8886,Beta,0.42424953,0.048712518,0.00774409,0.491093
8887,Delta,0.8544072,1.0524482,0.7534626,0.9588577
8888,Theta,0.6439909,0.64552855,0.5408236,0.5494017
8889,Gamma,-0.24054365,0.06891309,-0.23244335,-0.034490634
8890,Alpha,0.42267218,0.39994714,0.3873639,0.81471163
8891,Beta,0.44369543,0.03438527,0.012527001,0.49208996
8892,Delta,0.80859554,1.0364031,0.7512527,0.9106591
8893,Theta,0.6317068,0.63270515,0.5353207,0.49411815
8894,Gamma,-0.25942886,0.07217666,-0.238745,-0.06728635
8895,Alpha,0.42267218,0.3983193,0.3873639,0.8032317
8896,Beta,0.47193903,0.025723767,0.02337611,0.48107317
8897,Delta,0.75277513,1.0199627,0.74653655,0.8743625
8898,Theta,0.62818617,0.62092423,0.53148496,0.44939336
8899,Gamma,-0.29195714,0.07224187,-0.22320382,-0.090249315
8900,Alpha,0.42267218,0.3983193,0.3873639,0.76761794
8901,Beta,0.4941994,0.018462712,0.038662177,0.459063
8902,Delta,0.6756997,0.9889639,0.7246013,0.86015373
8903,Theta,0.61712193,0.59343016,0.5143851,0.4243227
8904,Gamma,-0.35557532,0.0742065,-0.19353262,-0.100591026
8905,Alpha,0.42267218,0.39592838,0.36161423,0.7053813
8906,Beta,0.5045555,0.009554131,0.051878054,0.43122387
8907,Delta,0.45181775,0.9164294,0.66190356,0.84815097
8908,Theta,0.5577208,0.5254367,0.46021858,0.40209943
8909,Gamma,-0.47563913,0.07975523,-0.16211154,-0.10626289
8910,Alpha,0.42267218,0.37671572,0.2653349,0.6743798
8911,Beta,0.4905511,0.001929855,0.05887517,0.4039632
8912,Delta,0.4439321,0.77923256,0.53852725,0.80973107
8913,Theta,0.5497398,0.3994341,0.349183,0.3656518
8914,Gamma,-0.4732365,0.086048,-0.14004517,-0.114172176
8915,Alpha,0.42267218,0.26843652,0.15636456,0.6714434
8916,Beta,0.47918305,-0.001858427,0.05968318,0.38083658
8917,Delta,0.4435061,0.563479,0.34604788,0.72926193
8918,Theta,0.5507984,0.21792997,0.17759311,0.31677327
8919,Gamma,-0.46765226,0.08943187,-0.1322513,-0.1247847
8920,Alpha,0.45184684,0.115752466,0.1123716,0.65947366
8921,Beta,0.47636557,-0.002709952,0.057012316,0.36223912
8922,Delta,0.44187692,0.2731979,0.10268778,0.6030538
8923,Theta,0.5561875,0.027803674,-0.021139441,0.2704734
8924,Gamma,-0.4590237,0.08906466,-0.13740683,-0.13713546
8925,Alpha,0.47180733,-0.000671692,0.124608524,0.62967783
8926,Beta,0.48220256,-0.001271416,0.052798435,0.34745198
8927,Delta,0.4351575,-0.039632324,-0.12163808,0.44227073
8928,Theta,0.5596321,-0.08656143,-0.16192934,0.23954047
8929,Gamma,-0.44957507,0.08606193,-0.149541,-0.1510253
8930,Alpha,0.48071325,-0.0420926,0.13437438,0.5784126
8931,Beta,0.4902515,0.003489716,0.047681447,0.33720952
8932,Delta,0.42532733,-0.26497048,-0.23430967,0.2844828
8933,Theta,0.55734795,-0.12123269,-0.19740748,0.21850576
8934,Gamma,-0.44219935,0.08047461,-0.16101491,-0.16657951
8935,Alpha,0.49396586,-0.06865936,0.10797749,0.52532643
8936,Beta,0.47346443,0.010951608,0.042555336,0.32897377
8937,Delta,0.34429896,-0.37188587,-0.2575206,0.18402962
8938,Theta,0.5419827,-0.14463815,-0.17916867,0.19754153
8939,Gamma,-0.4344605,0.071652934,-0.16737925,-0.18145236
8940,Alpha,0.4913259,-0.06471757,0.076584436,0.47478327
8941,Beta,0.4503463,0.01598,0.038075402,0.31712136
8942,Delta,0.29638582,-0.39847994,-0.24569774,0.1513517
8943,Theta,0.51921064,-0.18565191,-0.15553364,0.17692377
8944,Gamma,-0.4279114,0.060828697,-0.16747205,-0.19451937
8945,Alpha,0.49433386,-0.06471757,0.049820352,0.43703032
8946,Beta,0.43111527,0.014495351,0.033122797,0.2971371
8947,Delta,0.26912966,-0.41242033,-0.23647967,0.16217369
8948,Theta,0.49432987,-0.23678546,-0.13846113,0.16205451
8949,Gamma,-0.4289826,0.05085738,-0.16305467,-0.20794228
8950,Alpha,0.5410011,-0.06471757,0.007620728,0.43980256
8951,Beta,0.42188007,0.00822329,0.02689037,0.26858857
8952,Delta,0.26797307,-0.38981467,-0.23414847,0.18106888
8953,Theta,0.47303733,-0.28504524,-0.12891516,0.149071
8954,Gamma,-0.4366134,0.04300599,-0.15736479,-0.22254226
8955,Alpha,0.62649596,-0.069251254,-0.009095125,0.43934625
8956,Beta,0.42109317,0.002618313,0.020600282,0.2373161
8957,Delta,0.28004327,-0.34452796,-0.24124089,0.1956381
8958,Theta,0.45606473,-0.32511815,-0.12671979,0.12802602
8959,Gamma,-0.4479755,0.03624816,-0.15328002,-0.23395844
8960,Alpha,0.6798187,-0.092709616,-0.013029648,0.42761979
8961,Beta,0.41982204,-0.001158386,0.015444813,0.2139349
8962,Delta,0.28928757,-0.31143242,-0.26159942,0.21229766
8963,Theta,0.44248313,-0.36069405,-0.1325831,0.08915388
8964,Gamma,-0.45884153,0.028388817,-0.15150845,-0.23546033
8965,Alpha,0.6872578,-0.16841945,-0.014581259,0.400963
8966,Beta,0.40997717,-0.007388709,0.011367384,0.20940931
8967,Delta,0.29145125,-0.30300573,-0.29541448,0.22969998
8968,Theta,0.43069372,-0.3951932,-0.14717954,0.0321951
8969,Gamma,-0.4639657,0.017311012,-0.1534532,-0.22723325
8970,Alpha,0.6872578,-0.25454417,-0.020000106,0.37342337
8971,Beta,0.38886708,-0.019281663,0.006528174,0.2254611
8972,Delta,0.29068258,-0.30959702,-0.33201241,0.24491532
8973,Theta,0.41986355,-0.42537218,-0.16789965,-0.0310768
8974,Gamma,-0.4602592,0.000881693,-0.16262536,-0.2161596
8975,Alpha,0.6872578,-0.30753794,-0.022283366,0.3494048
8976,Beta,0.3630323,-0.035841372,0.001539288,0.25212583
8977,Delta,0.29002714,-0.3231537,-0.3559789,0.2500041
8978,Theta,0.41117594,-0.44801182,-0.18778536,-0.081843354
8979,Gamma,-0.44752824,-0.020789055,-0.18299863,-0.20692486
8980,Alpha,0.6872578,-0.31961524,-0.023797428,0.3582818
8981,Beta,0.34623846,-0.053802785,-0.001095521,0.27582875
8982,Delta,0.28095597,-0.3351823,-0.35727766,0.24418817
8983,Theta,0.40504608,-0.46400163,-0.20139512,-0.106820494
8984,Gamma,-0.43131155,-0.042962883,-0.21287642,-0.19373731
8985,Alpha,0.6872578,-0.33154115,-0.024158364,0.37833235
8986,Beta,0.3516325,-0.06977469,-0.000109502,0.2890597
8987,Delta,0.26023182,-0.34966815,-0.34827113,0.24015097
8988,Theta,0.40274638,-0.47487107,-0.21046625,-0.10898639
8989,Gamma,-0.41844755,-0.060995895,-0.24273343,-0.16808131
8990,Alpha,0.724582,-0.33513615,-0.027874606,0.41183203
8991,Beta,0.37630597,-0.08124867,0.002345581,0.29295442
8992,Delta,0.23873617,-0.36883494,-0.33632323,0.24345334
8993,Theta,0.40950146,-0.47903788,-0.22428907,-0.09475092
8994,Gamma,-0.41186833,-0.07589229,-0.26122406,-0.13001765
8995,Alpha,0.757343,-0.28954628,-0.03182638,0.45492387
8996,Beta,0.4028381,-0.08578012,0.002721037,0.29269326
8997,Delta,0.23543172,-0.39042428,-0.31995735,0.28160325
8998,Theta,0.42748484,-0.4678129,-0.24797644,-0.047028743
8999,Gamma,-0.40917513,-0.091494344,-0.26425627,-0.08732809
9000,Alpha,0.78141904,-0.039904322,-0.036363695,0.4547134
9001,Beta,0.41616166,-0.079047084,-0.000412945,0.28679737
9002,Delta,0.2761579,-0.34593272,-0.29246548,0.29084113
9003,Theta,0.4581445,-0.40365484,-0.27332458,-0.054763578
9004,Gamma,-0.39789405,-0.10565001,-0.255016,-0.07288769
9005,Alpha,0.8025209,0.25283998,-0.033797935,0.45405105
9006,Beta,0.41713536,-0.06047026,-0.005226007,0.27747124
9007,Delta,0.35763964,-0.15767698,-0.24605477,0.30288908
9008,Theta,0.5038936,-0.25500152,-0.2835732,-0.06337288
9009,Gamma,-0.36691147,-0.1088447,-0.23885943,-0.055019878
9010,Alpha,0.8102107,0.40698382,-0.050033107,0.45086026
9011,Beta,0.41862282,-0.031385344,-0.010120921,0.26807463
9012,Delta,0.4566381,0.13305174,-0.18984964,0.31422576
9013,Theta,0.56236887,-0.040632717,-0.2710816,-0.06459949
9014,Gamma,-0.31996918,-0.09572521,-0.22104527,-0.037004948
9015,Alpha,0.8158388,0.48916933,-0.07355149,0.81460124
9016,Beta,0.43206042,0.004387999,-0.015998606,0.2879197
9017,Delta,0.5561276,0.45492706,-0.13610634,0.5860102
9018,Theta,0.62267715,0.17558667,-0.24039467,0.34945074
9019,Gamma,-0.27171794,-0.07574188,-0.20705545,0.015494167
9020,Alpha,0.81065,0.48787475,-0.069981046,0.8155977
9021,Beta,0.4447833,0.0038849,-0.02541011,0.30841947
9022,Delta,0.5713652,0.47956383,-0.07061122,0.7355581
9023,Theta,0.6452635,0.20134012,-0.19160113,0.5156633
9024,Gamma,-0.25156513,-0.07533431,-0.19805479,0.047506634
9025,Alpha,0.8068659,0.48714316,0.09502709,0.8154213
9026,Beta,0.46035448,0.008547771,-0.034455627,0.32430902
9027,Delta,0.58567303,0.50370044,0.0469632,0.76468635
9028,Theta,0.67020667,0.22991994,-0.08874813,0.5491121
9029,Gamma,-0.22905871,-0.08703075,-0.18984184,0.06264536
9030,Alpha,0.79915863,0.48714316,0.31739554,0.8154213
9031,Beta,0.47327393,0.01673352,-0.03391993,0.34296557
9032,Delta,0.59920746,0.52861696,0.21914394,0.79810923
9033,Theta,0.6940344,0.2612237,0.07355562,0.58528376
9034,Gamma,-0.20768179,-0.11019592,-0.17956948,0.079521015
9035,Alpha,0.7884826,0.94049084,0.45470828,0.8154213
9036,Beta,0.4840336,0.14264382,-0.01926084,0.36106977
9037,Delta,0.61526304,0.9507148,0.3953265,0.83420414
9038,Theta,0.7146462,0.5717477,0.24077822,0.6250616
9039,Gamma,-0.18868506,-0.102703646,-0.17156962,0.09873468
9040,Alpha,0.7848523,0.95449704,0.46586943,0.8154213
9041,Beta,0.497698,0.23947328,0.000844495,0.3752743
9042,Delta,0.63759536,1.1460576,0.5378375,0.87350994
9043,Theta,0.73363113,0.7556938,0.36536616,0.66997784
9044,Gamma,-0.1724668,-0.089644715,-0.17323177,0.12116147
9045,Alpha,0.7848523,0.95449704,0.4673793,0.8154213
9046,Beta,0.5208006,0.26580244,0.013452836,0.38263357
9047,Delta,0.6685147,1.183154,0.63677716,0.91627216
9048,Theta,0.7561934,0.7930146,0.43713906,0.7209501
9049,Gamma,-0.15815789,-0.07946067,-0.18473658,0.14775963
9050,Alpha,0.83069414,0.95449704,0.4673793,0.8154213
9051,Beta,0.53509986,0.29526323,0.012940205,0.35564408
9052,Delta,0.8015632,1.2242275,0.6896138,0.9407801
9053,Theta,0.7558822,0.833781,0.46946847,0.75296456
9054,Gamma,-0.1518627,-0.05919969,-0.19873865,0.15158409
9055,Alpha,0.83069414,0.95449704,0.4673793,0.8154213
9056,Beta,0.5486501,0.32672957,0.004439258,0.32359922
9057,Delta,0.85047495,1.2697117,0.72294825,0.9731377
9058,Theta,0.75542474,0.8784816,0.4881742,0.7849562
9059,Gamma,-0.13910502,-0.0392105,-0.20934218,0.1462939
9060,Alpha,0.83069414,0.95449704,0.46940356,0.8154213
9061,Beta,0.54363275,0.36094773,-0.003502436,0.2957854
9062,Delta,0.86428636,1.3205849,0.75944793,1.0166554
9063,Theta,0.7480125,0.92768186,0.5114517,0.815012
9064,Gamma,-0.11427234,-0.024420727,-0.2175734,0.13089581
9065,Alpha,0.83069414,0.95449704,0.47431588,0.8154213
9066,Beta,0.50764006,0.40057525,-0.005892682,0.27545556
9067,Delta,0.8633695,1.3782285,0.795704,1.0683312
9068,Theta,0.72250277,0.98230577,0.53811574,0.8378761
9069,Gamma,-0.082622215,-0.009621513,-0.22755101,0.09858761
9070,Alpha,0.8210631,0.95449704,0.47431588,0.8154213
9071,Beta,0.44750667,0.4474594,-0.004265938,0.2590772
9072,Delta,0.8564335,1.4447436,0.82607627,1.1086272
9073,Theta,0.67408884,1.0438274,0.558885,0.8418834
9074,Gamma,-0.055447426,0.014386823,-0.23991147,0.048355587
9075,Alpha,0.81039935,0.95449704,0.47431588,0.8154213
9076,Beta,0.39449757,0.461745,-0.001635237,0.26121768
9077,Delta,0.8323832,1.4697325,0.84592867,1.0936834
9078,Theta,0.6015632,1.0549858,0.5676766,0.7986864
9079,Gamma,-0.045938846,-0.009879331,-0.25519577,0.023699354
9080,Alpha,0.7885152,0.95449704,0.47431588,0.8154213
9081,Beta,0.36048907,0.45655775,-0.001923976,0.26121768
9082,Delta,0.82547784,1.474044,0.8539758,1.0936834
9083,Theta,0.5414432,1.0425867,0.5666708,0.7986864
9084,Gamma,-0.045366615,-0.042163905,-0.27624327,0.023699354
9085,Alpha,0.7407545,0.95449704,0.47431588,0.8154213
9086,Beta,0.32624203,0.43624845,-0.006089215,0.26121768
9087,Delta,0.791326,1.4596864,0.8558158,1.0936834
9088,Theta,0.42008504,1.0052216,0.5623045,0.7986864
9089,Gamma,-0.060212925,-0.09383649,-0.30416775,0.023699354
9090,Alpha,0.5899604,0.95449704,0.47431588,0.70459193
9091,Beta,0.27261698,0.4070362,-0.011924098,0.21796677
9092,Delta,0.7115871,1.4177612,0.8572465,1.0369706
9093,Theta,0.15573096,0.93670535,0.5583681,0.67656
9094,Gamma,-0.08041683,-0.16331631,-0.33209804,-0.032602884
9095,Alpha,0.5899604,0.95449704,0.47431588,0.34467483
9096,Beta,0.27261698,0.37567645,-0.014610275,0.17254052
9097,Delta,0.7115871,1.3804077,0.86368924,0.9675457
9098,Theta,0.15573096,0.87562823,0.55466247,0.5299962
9099,Gamma,-0.08041683,-0.17542376,-0.34859923,-0.08701577
9100,Alpha,0.5899604,0.95449704,0.47431588,0.34467483
9101,Beta,0.27261698,0.3520791,-0.014861902,0.17254052
9102,Delta,0.7115871,1.3729979,0.8772921,0.9675457
9103,Theta,0.15573096,0.8286912,0.5408587,0.5299962
9104,Gamma,-0.08041683,-0.18301824,-0.34791517,-0.08701577
9105,Alpha,0.5899604,0.95449704,0.48127002,0.34467483
9106,Beta,0.27261698,0.3380185,-0.017481694,0.17254052
9107,Delta,0.7115871,1.385562,0.885897,0.9675457
9108,Theta,0.15573096,0.7929123,0.50143856,0.5299962
9109,Gamma,-0.08041683,-0.1920937,-0.3343363,-0.08701577
9110,Alpha,0.5899604,0.9292869,0.4719092,0.34467483
9111,Beta,0.27261698,0.26613513,-0.025777897,0.17254052
9112,Delta,0.7115871,1.3090572,0.8780154,0.9675457
9113,Theta,0.15573096,0.58836704,0.42751598,0.5299962
9114,Gamma,-0.08041683,-0.27071255,-0.3168879,-0.08701577
9115,Alpha,0.5899604,0.2650849,0.35907066,0.34467483
9116,Beta,0.27261698,0.16957404,-0.03693729,0.17254052
9117,Delta,0.7115871,1.1831671,0.8535208,0.9675457
9118,Theta,0.15573096,0.14549209,0.33048245,0.5299962
9119,Gamma,-0.08041683,-0.34814534,-0.3016268,-0.08701577
9120,Alpha,0.5899604,0.2650849,0.29160705,0.34467483
9121,Beta,0.27261698,0.16957404,-0.045369707,0.17254052
9122,Delta,0.7115871,1.1831671,0.81862134,0.9675457
9123,Theta,0.15573096,0.14549209,0.24136642,0.5299962
9124,Gamma,-0.08041683,-0.34814534,-0.2920941,-0.08701577
9125,Alpha,0.47869596,0.2650849,0.2909157,0.31479174
9126,Beta,0.2607682,0.16957404,-0.0479442,0.178126
9127,Delta,0.46709043,1.1831671,0.79538876,0.99978465
9128,Theta,0.10145334,0.14549209,0.1872658,0.5250298
9129,Gamma,-0.05850623,-0.34814534,-0.28772694,-0.093121596
9130,Alpha,0.32411012,0.2650849,0.2909157,0.26360917
9131,Beta,0.2331206,0.16459121,-0.046722908,0.19098885
9132,Delta,0.23756416,1.1799246,0.78747237,1.0301261
9133,Theta,0.035381004,0.19648176,0.15040262,0.5022739
9134,Gamma,-0.041534353,-0.3364216,-0.2839559,-0.09966994
9135,Alpha,0.32411012,0.2650849,0.2909157,0.26360917
9136,Beta,0.2331206,0.15817258,-0.04574235,0.19098885
9137,Delta,0.23756416,1.1751115,0.7775063,1.0301261
9138,Theta,0.035381004,0.25805727,0.09660651,0.5022739
9139,Gamma,-0.041534353,-0.32428712,-0.27555472,-0.09966994
9140,Alpha,0.32411012,0.2650849,0.27790162,0.26360917
9141,Beta,0.2331206,0.15305193,-0.04770103,0.19098885
9142,Delta,0.23756416,1.1610379,0.75968283,1.0301261
9143,Theta,0.035381004,0.29842114,0.019067893,0.5022739
9144,Gamma,-0.041534353,-0.31116912,-0.25963914,-0.09966994
9145,Alpha,0.32411012,0.2650849,0.2709758,0.26360917
9146,Beta,0.2331206,0.1500397,-0.050034713,0.19098885
9147,Delta,0.23756416,1.1381507,0.73601043,1.0301261
9148,Theta,0.035381004,0.30541906,-0.06024873,0.5022739
9149,Gamma,-0.041534353,-0.29319876,-0.23542641,-0.09966994
9150,Alpha,0.32411012,0.11789749,0.2709758,0.26360917
9151,Beta,0.2331206,0.1416358,-0.049560424,0.19098885
9152,Delta,0.23756416,1.117711,0.71383226,1.0301261
9153,Theta,0.035381004,0.26213166,-0.109909505,0.5022739
9154,Gamma,-0.041534353,-0.2551072,-0.20403895,-0.09966994
9155,Alpha,0.32411012,0.09811242,0.2709758,0.26360917
9156,Beta,0.2331206,0.13828073,-0.044561617,0.19098885
9157,Delta,0.23756416,1.1100063,0.70070267,1.0301261
9158,Theta,0.035381004,0.24582914,-0.12873201,0.5022739
9159,Gamma,-0.041534353,-0.22308491,-0.17075887,-0.09966994
9160,Alpha,0.32189542,0.09427404,0.2709758,0.26360917
9161,Beta,0.39979282,0.13316822,-0.036974717,0.19098885
9162,Delta,1.5803093,1.1120511,0.7004711,1.0301261
9163,Theta,0.7473205,0.24701683,-0.1351235,0.5022739
9164,Gamma,-0.17677309,-0.20124656,-0.14371607,-0.09966994
9165,Alpha,0.34087306,0.10292872,0.2709758,0.26360917
9166,Beta,0.38975605,0.12653558,-0.02949841,0.19098885
9167,Delta,1.6203192,1.1237537,0.72215414,1.0301261
9168,Theta,0.78355473,0.26388624,-0.12189307,0.5022739
9169,Gamma,-0.17286047,-0.18821493,-0.12980267,-0.09966994
9170,Alpha,0.36506176,0.1890656,0.27020937,0.26360917
9171,Beta,0.3962704,0.122047156,-0.022591384,0.19098885
9172,Delta,1.6643127,1.1432457,0.75992686,1.0301261
9173,Theta,0.84150785,0.29642558,-0.07566987,0.5022739
9174,Gamma,-0.16151738,-0.1801725,-0.13105251,-0.09966994
9175,Alpha,0.40181407,0.24109569,0.25280964,0.26360917
9176,Beta,0.40536258,0.11859493,-0.016761104,0.19098885
9177,Delta,1.6957719,1.1560845,0.7971072,1.0301261
9178,Theta,0.89898825,0.33758238,-0.006300207,0.5022739
9179,Gamma,-0.14625928,-0.17475682,-0.14482674,-0.09966994
9180,Alpha,0.42469743,0.24109569,0.2517421,0.26360917
9181,Beta,0.4076975,0.10977712,-0.013873675,0.19098885
9182,Delta,1.7068559,1.1110659,0.8213556,1.0301261
9183,Theta,0.9296927,0.34178254,0.0732118,0.5022739
9184,Gamma,-0.13368566,-0.16687497,-0.16418022,-0.09966994
9185,Alpha,0.4272753,0.21279462,0.23258568,0.25240597
9186,Beta,0.4062646,0.08751752,-0.01480128,0.49229896
9187,Delta,1.697111,1.0412732,0.8370233,1.7223654
9188,Theta,0.93161243,0.34525585,0.15327959,1.1110009
9189,Gamma,-0.12866654,-0.15312488,-0.17940497,0.35690987
9190,Alpha,0.4382837,0.21279462,0.22381929,0.25240597
9191,Beta,0.4090329,0.08751752,-0.01699121,0.49229896
9192,Delta,1.6726336,1.0412732,0.85177934,1.7223654
9193,Theta,0.91876906,0.34525585,0.22474481,1.1110009
9194,Gamma,-0.12939028,-0.15312488,-0.18406165,0.35690987
9195,Alpha,0.4734915,0.438987,0.2638028,0.25240597
9196,Beta,0.41987136,0.08976448,-0.01692103,0.49229896
9197,Delta,1.6411974,1.081908,0.8719871,1.7223654
9198,Theta,0.9040048,0.41585046,0.28069416,1.1110009
9199,Gamma,-0.13108352,-0.16148914,-0.17857504,0.35690987
9200,Alpha,0.5851324,0.4403098,0.2638028,0.25240597
9201,Beta,0.43517905,0.095000565,-0.01635431,0.49229896
9202,Delta,1.6093678,1.0931687,0.8876925,1.7223654
9203,Theta,0.8894772,0.44299185,0.31566435,1.1110009
9204,Gamma,-0.128008,-0.16452551,-0.16840488,0.35690987
9205,Alpha,0.6753806,0.43681875,0.2638028,0.5295697
9206,Beta,0.4473633,0.10009963,-0.02093948,0.51341355
9207,Delta,1.581527,1.0740093,0.8851353,1.6543453
9208,Theta,0.8724092,0.4357556,0.3314398,1.0476497
9209,Gamma,-0.117573954,-0.15408996,-0.15866597,0.2980221
9210,Alpha,0.72022295,0.44178215,0.2638028,0.63767225
9211,Beta,0.4515821,0.10855743,-0.031965,0.5415097
9212,Delta,1.562296,1.042642,0.8711035,1.6078554
9213,Theta,0.8531058,0.3971448,0.33797583,0.9892419
9214,Gamma,-0.09983955,-0.1378998,-0.15146336,0.2598168
9215,Alpha,0.7322062,0.44383168,0.2638028,0.71270967
9216,Beta,0.4465661,0.114227876,-0.0435789,0.56619734
9217,Delta,1.5532949,1.0156263,0.85778683,1.581818
9218,Theta,0.8341227,0.3512765,0.3434665,0.94014615
9219,Gamma,-0.07580088,-0.12043567,-0.14838614,0.23370585
9220,Alpha,0.7631407,0.44383168,0.2638028,0.78252
9221,Beta,0.4317575,0.11259738,-0.05071297,0.580542
9222,Delta,1.5554707,0.99931926,0.8508494,1.5656956
9223,Theta,0.82599026,0.3214313,0.34994546,0.9022804
9224,Gamma,-0.041276943,-0.10904203,-0.15241954,0.21127246
9225,Alpha,0.7584389,0.44383168,0.2638028,0.8183998
9226,Beta,0.43163103,0.103275776,-0.054720324,0.5813565
9227,Delta,1.5564024,0.9894779,0.8486715,1.5536206
9228,Theta,0.83343077,0.310872,0.3558101,0.87375474
9229,Gamma,-0.03293854,-0.10383779,-0.16758478,0.18781888
9230,Alpha,0.7556854,0.44383168,0.2638028,0.83030033
9231,Beta,0.43735182,0.089721136,-0.060873885,0.569447
9232,Delta,1.554633,0.9809944,0.8478005,1.5372812
9233,Theta,0.8376402,0.30860314,0.35914668,0.8525092
9234,Gamma,-0.023856634,-0.09993916,-0.19293152,0.16287053
9235,Alpha,0.75226873,0.44383168,0.26471332,0.83050805
9236,Beta,0.44697934,0.07567614,-0.07237236,0.5490354
9237,Delta,1.5453607,0.9640173,0.8409881,1.5137485
9238,Theta,0.83972543,0.30352414,0.35736254,0.8357164
9239,Gamma,-0.013167469,-0.09733127,-0.21996221,0.13820723
9240,Alpha,0.7817773,0.44159016,0.26890597,0.83050805
9241,Beta,0.46374956,0.06275668,-0.08876582,0.5490354
9242,Delta,1.5098635,0.92130387,0.81676483,1.5137485
9243,Theta,0.8140581,0.284689,0.3452174,0.8357164
9244,Gamma,-0.018221432,-0.1014461,-0.23669773,0.13820723
9245,Alpha,0.7817773,0.4398871,0.27548093,0.83050805
9246,Beta,0.46613315,0.050558396,-0.108262226,0.55284065
9247,Delta,1.4513927,0.83592635,0.76815647,1.4843984
9248,Theta,0.7674224,0.2383828,0.31805822,0.78530324
9249,Gamma,-0.035008676,-0.114928424,-0.2368969,0.09902264
9250,Alpha,0.7817773,0.42939663,0.27580905,0.83050805
9251,Beta,0.46702078,0.038451277,-0.12677896,0.55551356
9252,Delta,1.3881174,0.6756179,0.6889707,1.4402399
9253,Theta,0.7100691,0.15522264,0.27771023,0.6997613
9254,Gamma,-0.03242417,-0.13089426,-0.22386608,0.04769108
9255,Alpha,0.7817773,0.42939663,0.27580905,0.83050805
9256,Beta,0.47112438,0.03227012,-0.14025956,0.5626056
9257,Delta,1.3200479,0.644309,0.59124184,1.3849533
9258,Theta,0.6420136,0.12414984,0.22406416,0.6046483
9259,Gamma,-0.030268341,-0.14549582,-0.2050201,-0.01194714
9260,Alpha,0.7817773,0.42939663,0.26899397,0.83050805
9261,Beta,0.4788484,0.025789686,-0.1500721,0.57841146
9262,Delta,1.2715944,0.616807,0.48683858,1.3250734
9263,Theta,0.58994913,0.097278394,0.15399888,0.5297531
9264,Gamma,-0.02406627,-0.15401644,-0.18701017,-0.06527262
